"Subject"	"Activity"	"Mean"
15	"WALKING_DOWNSTAIRS"	-0.314030135750446
15	"WALKING_DOWNSTAIRS"	-0.328003909641355
15	"WALKING_DOWNSTAIRS"	-0.314934476451105
15	"WALKING_DOWNSTAIRS"	-0.30842147018164
15	"WALKING_DOWNSTAIRS"	-0.310393557948538
15	"WALKING_DOWNSTAIRS"	-0.303487530411052
15	"WALKING_DOWNSTAIRS"	-0.300410855281818
15	"WALKING_DOWNSTAIRS"	-0.292260441051283
15	"WALKING_DOWNSTAIRS"	-0.298890615659002
15	"WALKING_DOWNSTAIRS"	-0.306750218454545
15	"WALKING_DOWNSTAIRS"	-0.312557437292692
15	"WALKING_UPSTAIRS"	-0.411563076875758
15	"WALKING_UPSTAIRS"	-0.421141804909982
15	"WALKING_UPSTAIRS"	-0.401928361479144
15	"WALKING_UPSTAIRS"	-0.401325973899109
15	"WALKING_UPSTAIRS"	-0.424087915578788
15	"WALKING_UPSTAIRS"	-0.412970543927986
15	"WALKING_UPSTAIRS"	-0.409292522861783
15	"WALKING_UPSTAIRS"	-0.395213813253547
15	"WALKING_UPSTAIRS"	-0.425988014366453
15	"WALKING_UPSTAIRS"	-0.415475842204884
15	"WALKING_UPSTAIRS"	-0.407316342148841
15	"WALKING_UPSTAIRS"	-0.411988924460071
15	"WALKING_UPSTAIRS"	-0.427062557699822
15	"WALKING_UPSTAIRS"	-0.429454914155971
15	"WALKING_UPSTAIRS"	-0.42047315454041
15	"WALKING_UPSTAIRS"	-0.433803853411943
15	"WALKING_UPSTAIRS"	-0.419438076940463
15	"WALKING_UPSTAIRS"	-0.410333617529055
15	"WALKING_UPSTAIRS"	-0.414207342459519
15	"WALKING_UPSTAIRS"	-0.38963317720107
15	"WALKING_UPSTAIRS"	-0.402551517536542
15	"WALKING_UPSTAIRS"	-0.400726351692121
15	"WALKING_UPSTAIRS"	-0.385630073673405
15	"WALKING_UPSTAIRS"	-0.411971470311052
15	"STANDING"	-0.585074488106524
15	"STANDING"	-0.606247599746168
15	"STANDING"	-0.607272064084884
15	"STANDING"	-0.628833759134403
15	"STANDING"	-0.63313892063066
15	"STANDING"	-0.643093216730945
15	"STANDING"	-0.655500521108734
15	"STANDING"	-0.655121705416221
15	"STANDING"	-0.651832118492121
15	"STANDING"	-0.654965890304296
15	"STANDING"	-0.64609765097795
15	"STANDING"	-0.652861333486791
15	"STANDING"	-0.650167392096257
15	"STANDING"	-0.65117677066631
15	"STANDING"	-0.654512630964349
15	"STANDING"	-0.607456953067736
15	"STANDING"	-0.620597580545811
15	"STANDING"	-0.626424779746346
15	"STANDING"	-0.645784367643137
15	"STANDING"	-0.654484351023886
15	"STANDING"	-0.655730739985187
15	"STANDING"	-0.648762954421212
15	"STANDING"	-0.643978877746364
15	"STANDING"	-0.646732051916934
15	"STANDING"	-0.651513779497148
15	"STANDING"	-0.648120951111586
15	"SITTING"	-0.616555173218538
15	"SITTING"	-0.623921686304635
15	"SITTING"	-0.647141108458556
15	"SITTING"	-0.647352987077718
15	"SITTING"	-0.643239395536007
15	"SITTING"	-0.638099743088414
15	"SITTING"	-0.637240482972674
15	"SITTING"	-0.641713194833857
15	"SITTING"	-0.646604741891444
15	"SITTING"	-0.646418775389127
15	"SITTING"	-0.651726775228342
15	"SITTING"	-0.659368198305472
15	"SITTING"	-0.66132099844902
15	"SITTING"	-0.655957712483422
15	"SITTING"	-0.644162603119875
15	"SITTING"	-0.591428568141248
15	"SITTING"	-0.625076709534973
15	"SITTING"	-0.62927325594344
15	"SITTING"	-0.620805709159002
15	"SITTING"	-0.630290376675223
15	"SITTING"	-0.631432221287522
15	"SITTING"	-0.644398963556649
15	"SITTING"	-0.654380205800374
15	"SITTING"	-0.661940588300357
15	"SITTING"	-0.657314653192335
15	"SITTING"	-0.645607048463993
15	"SITTING"	-0.655419041231016
15	"SITTING"	-0.658714111057398
15	"SITTING"	-0.670839976792086
15	"SITTING"	-0.661688609527504
15	"SITTING"	-0.655226086989305
15	"SITTING"	-0.65998932454492
15	"LAYING"	-0.579778920659358
15	"LAYING"	-0.619905349078788
15	"LAYING"	-0.62257129194902
15	"LAYING"	-0.643704392477255
15	"LAYING"	-0.649345441174688
15	"LAYING"	-0.650670632278431
15	"LAYING"	-0.646001985538004
15	"LAYING"	-0.647807153046676
15	"LAYING"	-0.662451575452585
15	"LAYING"	-0.659466480100356
15	"LAYING"	-0.664542522672905
15	"LAYING"	-0.656771584439929
15	"LAYING"	-0.654194120495544
15	"LAYING"	-0.651629913276649
15	"LAYING"	-0.651313939888235
15	"LAYING"	-0.652674339627808
15	"LAYING"	-0.653583362618895
15	"LAYING"	-0.603198681699323
15	"LAYING"	-0.614144290092424
15	"LAYING"	-0.626598050999055
15	"LAYING"	-0.648165173421925
15	"LAYING"	-0.658137903258823
15	"LAYING"	-0.657858452613209
15	"LAYING"	-0.662857841787344
15	"LAYING"	-0.610562918476471
15	"LAYING"	-0.612272190805526
15	"LAYING"	-0.631024539403743
15	"LAYING"	-0.632220259776471
15	"LAYING"	-0.650416651841185
15	"LAYING"	-0.663248931294296
15	"LAYING"	-0.656095301972371
15	"LAYING"	-0.646379041240998
15	"LAYING"	-0.650684688052763
15	"LAYING"	-0.654979224732799
15	"LAYING"	-0.652812689325312
15	"LAYING"	-0.664506100484848
15	"LAYING"	-0.64929397368877
15	"LAYING"	-0.639290195978966
15	"WALKING"	-0.377427872067779
15	"WALKING"	-0.364954071753832
15	"WALKING"	-0.353703905863458
15	"WALKING"	-0.356298214062954
15	"WALKING"	-0.36062155563672
15	"WALKING"	-0.34133627214902
15	"WALKING"	-0.361108965635561
15	"WALKING"	-0.367927828085009
15	"WALKING"	-0.373664786389626
15	"WALKING"	-0.352492217521442
15	"WALKING"	-0.350535064550446
15	"WALKING"	-0.362500347444656
15	"WALKING"	-0.377411207642246
15	"WALKING"	-0.387959783943371
15	"WALKING"	-0.373985681203369
15	"WALKING"	-0.359752534754545
15	"WALKING"	-0.356357668726417
15	"WALKING"	-0.386522830284082
15	"WALKING"	-0.391138716879857
15	"WALKING"	-0.377109027408431
15	"WALKING"	-0.384266471147362
15	"WALKING"	-0.380056919080749
15	"WALKING"	-0.396743189634582
15	"WALKING"	-0.379577587831747
15	"WALKING"	-0.36387794799893
15	"WALKING"	-0.374245612674332
15	"WALKING_DOWNSTAIRS"	-0.25608615341943
15	"WALKING_DOWNSTAIRS"	-0.239860508921854
15	"WALKING_DOWNSTAIRS"	-0.270154059361141
15	"WALKING_DOWNSTAIRS"	-0.272997316315865
15	"WALKING_DOWNSTAIRS"	-0.226556927031729
15	"WALKING_DOWNSTAIRS"	-0.192922869796078
15	"WALKING_DOWNSTAIRS"	-0.22938732187893
15	"WALKING_DOWNSTAIRS"	-0.290329323233155
15	"WALKING_DOWNSTAIRS"	-0.288246742979091
15	"WALKING_DOWNSTAIRS"	-0.296627694482852
15	"WALKING_DOWNSTAIRS"	-0.275985376182478
15	"WALKING_DOWNSTAIRS"	-0.210961077646506
15	"WALKING_DOWNSTAIRS"	-0.191635835252585
15	"WALKING_DOWNSTAIRS"	-0.251717872782531
15	"WALKING_DOWNSTAIRS"	-0.306954583074866
15	"WALKING_DOWNSTAIRS"	-0.269766799858289
15	"WALKING_DOWNSTAIRS"	-0.274625444342424
15	"WALKING_DOWNSTAIRS"	-0.250460382539394
15	"WALKING_DOWNSTAIRS"	-0.266426530302525
15	"WALKING_DOWNSTAIRS"	-0.216169898368888
15	"WALKING_DOWNSTAIRS"	-0.234576434471176
15	"WALKING_UPSTAIRS"	-0.386474492273619
15	"WALKING_UPSTAIRS"	-0.370862075869519
15	"WALKING_UPSTAIRS"	-0.387649570446524
15	"WALKING_UPSTAIRS"	-0.375411379910339
15	"WALKING_UPSTAIRS"	-0.356032169459715
15	"WALKING_UPSTAIRS"	-0.354410611213547
15	"WALKING_UPSTAIRS"	-0.39253639374205
15	"WALKING_UPSTAIRS"	-0.414281262456506
15	"WALKING_UPSTAIRS"	-0.363560131376791
15	"WALKING_UPSTAIRS"	-0.359429466083333
15	"WALKING_UPSTAIRS"	-0.366695569172014
15	"WALKING_UPSTAIRS"	-0.377828961204278
15	"WALKING_UPSTAIRS"	-0.371590877552406
15	"WALKING_UPSTAIRS"	-0.363917469663458
15	"WALKING_UPSTAIRS"	-0.370577953830125
15	"WALKING_UPSTAIRS"	-0.406178004132442
15	"WALKING_UPSTAIRS"	-0.390365212961319
15	"WALKING_UPSTAIRS"	-0.350381523986453
15	"WALKING_UPSTAIRS"	-0.369396791532977
15	"WALKING_UPSTAIRS"	-0.372279949370642
15	"WALKING_UPSTAIRS"	-0.391916258080392
15	"WALKING_UPSTAIRS"	-0.38054820695508
15	"WALKING_UPSTAIRS"	-0.356085611129804
15	"WALKING_UPSTAIRS"	-0.386614568499198
16	"STANDING"	-0.619107010799626
16	"STANDING"	-0.625391889079501
16	"STANDING"	-0.648919805397754
16	"STANDING"	-0.643893330781016
16	"STANDING"	-0.651320651837433
16	"STANDING"	-0.650607755403298
16	"STANDING"	-0.652782206238342
16	"STANDING"	-0.655183336584136
16	"STANDING"	-0.65723808640713
16	"STANDING"	-0.661676581883137
16	"STANDING"	-0.659377025596435
16	"STANDING"	-0.660836656180321
16	"STANDING"	-0.652002474261319
16	"STANDING"	-0.655824982079982
16	"STANDING"	-0.656394508553476
16	"STANDING"	-0.656212673839982
16	"STANDING"	-0.653704496562246
16	"STANDING"	-0.647487624764884
16	"STANDING"	-0.650936869170767
16	"STANDING"	-0.660259868377005
16	"STANDING"	-0.570532724097683
16	"STANDING"	-0.621865287055615
16	"STANDING"	-0.626289194901069
16	"STANDING"	-0.642471804934225
16	"STANDING"	-0.642398697251872
16	"STANDING"	-0.655221135885918
16	"STANDING"	-0.658701327761854
16	"STANDING"	-0.650385235368342
16	"STANDING"	-0.649154295442717
16	"STANDING"	-0.651532722211943
16	"STANDING"	-0.645173036138681
16	"STANDING"	-0.641331772486274
16	"STANDING"	-0.65226692944795
16	"STANDING"	-0.645073722339037
16	"STANDING"	-0.651029308912192
16	"STANDING"	-0.645526567075936
16	"SITTING"	-0.539180246111408
16	"SITTING"	-0.622807979796453
16	"SITTING"	-0.62749694355082
16	"SITTING"	-0.627700871403583
16	"SITTING"	-0.551752097213791
16	"SITTING"	-0.541722222646488
16	"SITTING"	-0.587045542065419
16	"SITTING"	-0.62860085763713
16	"SITTING"	-0.64988328211836
16	"SITTING"	-0.648559022154171
16	"SITTING"	-0.65101147749287
16	"SITTING"	-0.64890687833672
16	"SITTING"	-0.652766418922032
16	"SITTING"	-0.655987852598752
16	"SITTING"	-0.658562829881319
16	"SITTING"	-0.60981923124082
16	"SITTING"	-0.632363007627594
16	"SITTING"	-0.63584554994549
16	"SITTING"	-0.638667547298039
16	"SITTING"	-0.645728131914563
16	"SITTING"	-0.649970504466845
16	"SITTING"	-0.648826503081996
16	"SITTING"	-0.653615327775579
16	"SITTING"	-0.662791005714082
16	"SITTING"	-0.657737260958467
16	"SITTING"	-0.644889481322638
16	"SITTING"	-0.652912418017558
16	"SITTING"	-0.652539123152941
16	"SITTING"	-0.650839650348841
16	"SITTING"	-0.649768764134849
16	"SITTING"	-0.589634933315151
16	"LAYING"	-0.60857434077344
16	"LAYING"	-0.621441160633155
16	"LAYING"	-0.640690917824777
16	"LAYING"	-0.639304460371479
16	"LAYING"	-0.636359424854545
16	"LAYING"	-0.640119586788378
16	"LAYING"	-0.641447395003048
16	"LAYING"	-0.641932151092513
16	"LAYING"	-0.635671544480749
16	"LAYING"	-0.632423787293084
16	"LAYING"	-0.625569376063993
16	"LAYING"	-0.621247389324955
16	"LAYING"	-0.634176979025615
16	"LAYING"	-0.628032469511266
16	"LAYING"	-0.624525822288414
16	"LAYING"	-0.636437769581105
16	"LAYING"	-0.638839908815526
16	"LAYING"	-0.577693405708378
16	"LAYING"	-0.616951852727879
16	"LAYING"	-0.624343958625811
16	"LAYING"	-0.636926198045633
16	"LAYING"	-0.641576223617647
16	"LAYING"	-0.641454792101604
16	"LAYING"	-0.652471592931738
16	"LAYING"	-0.6399869719959
16	"LAYING"	-0.633009504503387
16	"LAYING"	-0.639418346741355
16	"LAYING"	-0.637666214197059
16	"LAYING"	-0.636603003712299
16	"LAYING"	-0.645804304872763
16	"LAYING"	-0.641711267026738
16	"LAYING"	-0.641823685206774
16	"LAYING"	-0.632163869782531
16	"LAYING"	-0.635212616748128
16	"LAYING"	-0.63212458094549
16	"WALKING"	-0.44299948508852
16	"WALKING"	-0.418781479932264
16	"WALKING"	-0.407500606560695
16	"WALKING"	-0.415257651832086
16	"WALKING"	-0.424793377294296
16	"WALKING"	-0.416534552229127
16	"WALKING"	-0.400336336942941
16	"WALKING"	-0.405696178738503
16	"WALKING"	-0.420320817741872
16	"WALKING"	-0.423168340121034
16	"WALKING"	-0.422720527604456
16	"WALKING"	-0.438154495370588
16	"WALKING"	-0.489588054737611
16	"WALKING"	-0.456075045798574
16	"WALKING"	-0.437939315288414
16	"WALKING"	-0.432347988570053
16	"WALKING"	-0.437427708452763
16	"WALKING"	-0.42666806187861
16	"WALKING"	-0.403161462723351
16	"WALKING"	-0.407101662440998
16	"WALKING"	-0.419385280762727
16	"WALKING"	-0.400038768363672
16	"WALKING"	-0.420461512477362
16	"WALKING"	-0.434254430727629
16	"WALKING"	-0.428790278768627
16	"WALKING"	-0.444786808927736
16	"WALKING_DOWNSTAIRS"	-0.38921772561795
16	"WALKING_DOWNSTAIRS"	-0.392976954231729
16	"WALKING_DOWNSTAIRS"	-0.383778121026381
16	"WALKING_DOWNSTAIRS"	-0.38380499735098
16	"WALKING_DOWNSTAIRS"	-0.325729521988966
16	"WALKING_DOWNSTAIRS"	-0.308075508569055
16	"WALKING_DOWNSTAIRS"	-0.381578035579073
16	"WALKING_DOWNSTAIRS"	-0.393585141185205
16	"WALKING_DOWNSTAIRS"	-0.398072401991194
16	"WALKING_DOWNSTAIRS"	-0.390027584579893
16	"WALKING_DOWNSTAIRS"	-0.363366594358467
16	"WALKING_DOWNSTAIRS"	-0.349379164376257
16	"WALKING_DOWNSTAIRS"	-0.34061933518984
16	"WALKING_DOWNSTAIRS"	-0.328034523615508
16	"WALKING_DOWNSTAIRS"	-0.353823260205187
16	"WALKING_DOWNSTAIRS"	-0.359558838025134
16	"WALKING_DOWNSTAIRS"	-0.370688756316578
16	"WALKING_DOWNSTAIRS"	-0.361327422285561
16	"WALKING_DOWNSTAIRS"	-0.357125177363815
16	"WALKING_DOWNSTAIRS"	-0.334366045442068
16	"WALKING_DOWNSTAIRS"	-0.317750373576292
16	"WALKING_DOWNSTAIRS"	-0.315128571439964
16	"WALKING_DOWNSTAIRS"	-0.337008358094296
16	"WALKING_DOWNSTAIRS"	-0.351167920306952
16	"WALKING_UPSTAIRS"	-0.4490006490082
16	"WALKING_UPSTAIRS"	-0.446786933
16	"WALKING_UPSTAIRS"	-0.453860421557219
16	"WALKING_UPSTAIRS"	-0.456566136914082
16	"WALKING_UPSTAIRS"	-0.453311314716756
16	"WALKING_UPSTAIRS"	-0.430344458785561
16	"WALKING_UPSTAIRS"	-0.428709848227807
16	"WALKING_UPSTAIRS"	-0.45238703825098
16	"WALKING_UPSTAIRS"	-0.459407509042246
16	"WALKING_UPSTAIRS"	-0.438994407808021
16	"WALKING_UPSTAIRS"	-0.445168526021925
16	"WALKING_UPSTAIRS"	-0.434855331105348
16	"WALKING_UPSTAIRS"	-0.424865632453476
16	"WALKING_UPSTAIRS"	-0.461130741943137
16	"WALKING_UPSTAIRS"	-0.475497969680392
16	"WALKING_UPSTAIRS"	-0.469923953297683
16	"WALKING_UPSTAIRS"	-0.477296303503654
16	"WALKING_UPSTAIRS"	-0.475947966096631
16	"WALKING_UPSTAIRS"	-0.455128807624599
16	"WALKING_UPSTAIRS"	-0.442694750829768
16	"WALKING_UPSTAIRS"	-0.45261362124082
16	"WALKING_UPSTAIRS"	-0.452406639701711
16	"WALKING_UPSTAIRS"	-0.453149430597148
16	"WALKING_UPSTAIRS"	-0.459923964603565
16	"WALKING_UPSTAIRS"	-0.448773820209447
16	"WALKING_UPSTAIRS"	-0.453209284038146
16	"WALKING_UPSTAIRS"	-0.466105383642603
16	"STANDING"	-0.617295380402852
16	"STANDING"	-0.661316956053654
16	"STANDING"	-0.652714008941533
16	"STANDING"	-0.648104462752914
16	"STANDING"	-0.654762559454011
16	"STANDING"	-0.660264842985187
16	"STANDING"	-0.658296172248841
16	"STANDING"	-0.658720451485561
16	"STANDING"	-0.650916880137255
16	"STANDING"	-0.649166048651872
16	"STANDING"	-0.635918398953119
16	"STANDING"	-0.616791581588948
16	"STANDING"	-0.626638053214082
16	"STANDING"	-0.651884520771465
16	"STANDING"	-0.654577954809804
16	"STANDING"	-0.654806939201604
16	"STANDING"	-0.650334831958467
16	"STANDING"	-0.651433064990018
16	"STANDING"	-0.664037829392121
16	"STANDING"	-0.659717478136185
16	"STANDING"	-0.658045061737968
16	"STANDING"	-0.665044486151872
16	"STANDING"	-0.660507472224242
16	"STANDING"	-0.65701520181016
16	"STANDING"	-0.617197972843672
16	"STANDING"	-0.634380439426542
16	"STANDING"	-0.645275870887879
16	"STANDING"	-0.652491422485312
16	"STANDING"	-0.629702489213995
16	"STANDING"	-0.627640893946595
16	"STANDING"	-0.641116744983298
16	"STANDING"	-0.658254944610624
16	"STANDING"	-0.653439976219251
16	"STANDING"	-0.65946715530713
16	"STANDING"	-0.63770145342549
16	"STANDING"	-0.61678731745508
16	"STANDING"	-0.620715092692513
16	"STANDING"	-0.650615283448717
16	"STANDING"	-0.642271271099162
16	"STANDING"	-0.651649172274617
16	"STANDING"	-0.655905273916542
16	"STANDING"	-0.648961477666132
16	"SITTING"	-0.624986624903922
16	"SITTING"	-0.645287229274688
16	"SITTING"	-0.650453109470767
16	"SITTING"	-0.649260690895009
16	"SITTING"	-0.64421350640713
16	"SITTING"	-0.653974301231551
16	"SITTING"	-0.657046252083779
16	"SITTING"	-0.658280332187576
16	"SITTING"	-0.660033317306667
16	"SITTING"	-0.657060429969733
16	"SITTING"	-0.66191560496057
16	"SITTING"	-0.657927804116934
16	"SITTING"	-0.659394998075062
16	"SITTING"	-0.655752954464528
16	"SITTING"	-0.647984848666488
16	"SITTING"	-0.650143479386096
16	"SITTING"	-0.653037251356168
16	"SITTING"	-0.651146203982175
16	"SITTING"	-0.647906017169697
16	"SITTING"	-0.650546326839162
16	"SITTING"	-0.651121473623529
16	"SITTING"	-0.659568244222282
16	"SITTING"	-0.611982650891159
16	"SITTING"	-0.63709792283975
16	"SITTING"	-0.646801118382353
16	"SITTING"	-0.650400827172192
16	"SITTING"	-0.658447614374688
16	"SITTING"	-0.652593808865419
16	"SITTING"	-0.657476712893583
16	"SITTING"	-0.654115272760784
16	"SITTING"	-0.652217613425579
16	"SITTING"	-0.652996596057772
16	"SITTING"	-0.654803047163565
16	"SITTING"	-0.655404518308021
16	"SITTING"	-0.650047509819073
16	"SITTING"	-0.656857179827807
16	"SITTING"	-0.657265404182531
16	"SITTING"	-0.652045841735829
16	"LAYING"	-0.622132957402995
16	"LAYING"	-0.632605168493583
16	"LAYING"	-0.643656969553298
16	"LAYING"	-0.648916396197148
16	"LAYING"	-0.652069397256328
16	"LAYING"	-0.645351672262745
16	"LAYING"	-0.641856258679857
16	"LAYING"	-0.645029617482638
16	"LAYING"	-0.634564017324421
16	"LAYING"	-0.634835572418128
16	"LAYING"	-0.636626997927808
16	"LAYING"	-0.6372549040959
16	"LAYING"	-0.64670910312139
16	"LAYING"	-0.636080079603387
16	"LAYING"	-0.630899542790196
16	"LAYING"	-0.634273757643832
16	"LAYING"	-0.633805910429269
16	"LAYING"	-0.63755772091943
16	"LAYING"	-0.63405097934492
16	"LAYING"	-0.568587959102317
16	"LAYING"	-0.601391349829929
16	"LAYING"	-0.63385419697861
16	"LAYING"	-0.647423683593405
16	"LAYING"	-0.65398011664795
16	"LAYING"	-0.658941313251515
16	"LAYING"	-0.65435383185164
16	"LAYING"	-0.648472835492852
16	"LAYING"	-0.652755762079679
16	"LAYING"	-0.65368330547344
16	"LAYING"	-0.63494133733262
16	"LAYING"	-0.631458717003333
16	"LAYING"	-0.643293893149554
16	"LAYING"	-0.651036052766007
16	"LAYING"	-0.653822841851337
16	"LAYING"	-0.643417132399971
16	"WALKING"	-0.464477430507487
16	"WALKING"	-0.435752138680036
16	"WALKING"	-0.418052960563102
16	"WALKING"	-0.421973695626203
16	"WALKING"	-0.435883760936542
16	"WALKING"	-0.428983038040463
16	"WALKING"	-0.421596361058467
16	"WALKING"	-0.439839657468645
16	"WALKING"	-0.437573926484135
16	"WALKING"	-0.42581627460205
16	"WALKING"	-0.440500597209483
16	"WALKING"	-0.446392046189127
16	"WALKING"	-0.46352225860852
16	"WALKING"	-0.447924947444742
16	"WALKING"	-0.45246489795508
16	"WALKING"	-0.440740167983601
16	"WALKING"	-0.420286338951337
16	"WALKING"	-0.415802572914795
16	"WALKING"	-0.434417817131355
16	"WALKING"	-0.437963899071479
16	"WALKING"	-0.437043629875758
16	"WALKING"	-0.438630248416934
16	"WALKING"	-0.436633600891907
16	"WALKING"	-0.441082704606061
16	"WALKING"	-0.441858026739323
16	"WALKING_DOWNSTAIRS"	-0.339853616849733
16	"WALKING_DOWNSTAIRS"	-0.316920536356096
16	"WALKING_DOWNSTAIRS"	-0.324450482193048
16	"WALKING_DOWNSTAIRS"	-0.337878555081462
16	"WALKING_DOWNSTAIRS"	-0.300052326744742
16	"WALKING_DOWNSTAIRS"	-0.292323728036114
16	"WALKING_DOWNSTAIRS"	-0.328807901744207
16	"WALKING_DOWNSTAIRS"	-0.334045464049643
16	"WALKING_DOWNSTAIRS"	-0.320757857029233
16	"WALKING_DOWNSTAIRS"	-0.287632611562353
16	"WALKING_DOWNSTAIRS"	-0.283259802290374
16	"WALKING_DOWNSTAIRS"	-0.324217719025276
16	"WALKING_DOWNSTAIRS"	-0.356900150936185
16	"WALKING_DOWNSTAIRS"	-0.33350265259123
16	"WALKING_DOWNSTAIRS"	-0.32284800125615
16	"WALKING_DOWNSTAIRS"	-0.318144876826381
16	"WALKING_DOWNSTAIRS"	-0.312489203129733
16	"WALKING_DOWNSTAIRS"	-0.29872589436984
16	"WALKING_DOWNSTAIRS"	-0.287243372964777
16	"WALKING_DOWNSTAIRS"	-0.318006637360285
16	"WALKING_DOWNSTAIRS"	-0.34809650187344
16	"WALKING_DOWNSTAIRS"	-0.335812786947849
16	"WALKING_DOWNSTAIRS"	-0.328613172275971
16	"WALKING_UPSTAIRS"	-0.444161303213013
16	"WALKING_UPSTAIRS"	-0.435476972374153
16	"WALKING_UPSTAIRS"	-0.424116761187166
16	"WALKING_UPSTAIRS"	-0.431650308746542
16	"WALKING_UPSTAIRS"	-0.41873454792852
16	"WALKING_UPSTAIRS"	-0.408106020128164
16	"WALKING_UPSTAIRS"	-0.424951983590909
16	"WALKING_UPSTAIRS"	-0.435661942145098
16	"WALKING_UPSTAIRS"	-0.449703537522995
16	"WALKING_UPSTAIRS"	-0.446020008734581
16	"WALKING_UPSTAIRS"	-0.446584693608021
16	"WALKING_UPSTAIRS"	-0.43150281582797
16	"WALKING_UPSTAIRS"	-0.440261698348485
16	"WALKING_UPSTAIRS"	-0.404349854611943
16	"WALKING_UPSTAIRS"	-0.394795253146881
16	"WALKING_UPSTAIRS"	-0.428901812478788
16	"WALKING_UPSTAIRS"	-0.437773252922781
16	"WALKING_UPSTAIRS"	-0.422491479793512
16	"WALKING_UPSTAIRS"	-0.39157870538984
16	"WALKING_UPSTAIRS"	-0.402354455953619
16	"WALKING_UPSTAIRS"	-0.41680313906221
16	"WALKING_UPSTAIRS"	-0.407888380392977
16	"WALKING_UPSTAIRS"	-0.433317023558645
16	"WALKING_UPSTAIRS"	-0.452222245740963
17	"STANDING"	-0.595673113074688
17	"STANDING"	-0.625052670213369
17	"STANDING"	-0.649576812202816
17	"STANDING"	-0.655799827908592
17	"STANDING"	-0.644404823770731
17	"STANDING"	-0.636747608297148
17	"STANDING"	-0.636142232881105
17	"STANDING"	-0.6482223573182
17	"STANDING"	-0.639858052183779
17	"STANDING"	-0.645533024637255
17	"STANDING"	-0.655391754769162
17	"STANDING"	-0.656886874237362
17	"STANDING"	-0.655519136115954
17	"STANDING"	-0.664990821783244
17	"STANDING"	-0.652563999836364
17	"STANDING"	-0.648132154592335
17	"STANDING"	-0.64566696810779
17	"STANDING"	-0.652723005307273
17	"STANDING"	-0.660604170890784
17	"STANDING"	-0.653684225691087
17	"STANDING"	-0.648283448935542
17	"STANDING"	-0.650131389993048
17	"STANDING"	-0.648641663872906
17	"STANDING"	-0.64852025055811
17	"STANDING"	-0.645897926168093
17	"STANDING"	-0.643426004329947
17	"STANDING"	-0.64994120706328
17	"STANDING"	-0.65283039679287
17	"STANDING"	-0.644691043157219
17	"STANDING"	-0.62090782703262
17	"STANDING"	-0.638939227521925
17	"STANDING"	-0.635571027705169
17	"STANDING"	-0.638587006105704
17	"STANDING"	-0.645779041673494
17	"STANDING"	-0.651002681247665
17	"STANDING"	-0.641034405499251
17	"STANDING"	-0.636142364702496
17	"STANDING"	-0.631172732472193
17	"STANDING"	-0.646770490114082
17	"STANDING"	-0.653582057256328
17	"STANDING"	-0.654202805595722
17	"STANDING"	-0.648761937165062
17	"STANDING"	-0.647153882565597
17	"SITTING"	-0.583934493459661
17	"SITTING"	-0.63311758921508
17	"SITTING"	-0.63117855075811
17	"SITTING"	-0.644568345625187
17	"SITTING"	-0.656264510002674
17	"SITTING"	-0.648015900436007
17	"SITTING"	-0.652060499477005
17	"SITTING"	-0.651543304949198
17	"SITTING"	-0.646657197499109
17	"SITTING"	-0.639389380653298
17	"SITTING"	-0.651636911006061
17	"SITTING"	-0.653443079900357
17	"SITTING"	-0.651246317444207
17	"SITTING"	-0.649309664498039
17	"SITTING"	-0.650643035893583
17	"SITTING"	-0.646887897388414
17	"SITTING"	-0.612277635291052
17	"SITTING"	-0.629655821787701
17	"SITTING"	-0.634366155385205
17	"SITTING"	-0.640263399866845
17	"SITTING"	-0.651555186922103
17	"SITTING"	-0.644783543670054
17	"SITTING"	-0.638580216095722
17	"SITTING"	-0.653918324780214
17	"SITTING"	-0.649096475701248
17	"SITTING"	-0.653400220433422
17	"SITTING"	-0.654944497238859
17	"SITTING"	-0.653684025447059
17	"SITTING"	-0.648080831311052
17	"SITTING"	-0.6575242467041
17	"SITTING"	-0.656602080605348
17	"SITTING"	-0.64446236808984
17	"SITTING"	-0.652794032722282
17	"LAYING"	-0.571671183980214
17	"LAYING"	-0.605925923010463
17	"LAYING"	-0.620715722445882
17	"LAYING"	-0.634314361962567
17	"LAYING"	-0.635547238277897
17	"LAYING"	-0.644189894062032
17	"LAYING"	-0.624275502879501
17	"LAYING"	-0.638538753384848
17	"LAYING"	-0.643795633644207
17	"LAYING"	-0.63515931098877
17	"LAYING"	-0.639993908152585
17	"LAYING"	-0.643640530919572
17	"LAYING"	-0.645544085303922
17	"LAYING"	-0.625105584564463
17	"LAYING"	-0.591710959556506
17	"LAYING"	-0.597227605788413
17	"LAYING"	-0.612929073167914
17	"LAYING"	-0.622461566692513
17	"LAYING"	-0.633572673724777
17	"LAYING"	-0.633487593115151
17	"LAYING"	-0.628052288560036
17	"LAYING"	-0.632871712562032
17	"LAYING"	-0.639022246191979
17	"LAYING"	-0.628402278200535
17	"LAYING"	-0.627941129535472
17	"LAYING"	-0.629741694782531
17	"LAYING"	-0.633336036969875
17	"LAYING"	-0.633818923601961
17	"LAYING"	-0.633421509813725
17	"LAYING"	-0.636776118327986
17	"LAYING"	-0.631669056437968
17	"LAYING"	-0.626272795459501
17	"LAYING"	-0.646494355857397
17	"LAYING"	-0.643530508549733
17	"LAYING"	-0.626546097452121
